customer_id,signup_date,plan,channel,age_group,monthly_fee,churned,tenure_months,churn_date,churn_reason,clv,cohort,signup_month
C0225,2023-01-22 20:35:49.791492,Standard,Social Media,45-54,599,1,7,2023-08-20 20:35:49.791492,Lack of features,4193,2023-01,Jan 2023
C0226,2023-12-18 02:20:31.025854,Basic,Organic,35-44,299,0,17,,,5083,2023-12,Dec 2023
C0227,2024-01-28 01:57:41.884904,Standard,Organic,45-54,599,0,16,,,9584,2024-01,Jan 2024
C0228,2023-01-10 02:34:55.746455,Basic,Organic,35-44,299,0,19,,,5681,2023-01,Jan 2023
C0229,2023-06-21 05:20:40.033361,Basic,Paid Ads,25-34,299,0,23,,,6877,2023-06,Jun 2023
C0230,2023-05-17 14:43:56.196830,Basic,Organic,45-54,299,0,6,,,1794,2023-05,May 2023
C0231,2023-06-09 20:07:00.350291,Standard,Social Media,35-44,599,0,18,,,10782,2023-06,Jun 2023
C0232,2024-06-21 08:20:49.040867,Standard,Referral,18-24,599,0,20,,,11980,2024-06,Jun 2024
C0233,2024-06-03 14:06:42.335279,Premium,Email,35-44,999,0,12,,,11988,2024-06,Jun 2024
C0234,2023-06-16 05:07:27.372810,Premium,Social Media,25-34,999,0,8,,,7992,2023-06,Jun 2023
C0235,2023-11-08 22:26:19.316096,Premium,Paid Ads,45-54,999,1,6,2024-05-06 22:26:19.316096,Price too high,5994,2023-11,Nov 2023
C0236,2024-02-09 19:58:35.929941,Basic,Organic,45-54,299,0,23,,,6877,2024-02,Feb 2024
C0237,2023-07-14 21:39:28.974145,Premium,Paid Ads,45-54,999,1,5,2023-12-11 21:39:28.974145,Poor support,4995,2023-07,Jul 2023
C0238,2023-02-16 10:46:08.306922,Basic,Paid Ads,35-44,299,0,8,,,2392,2023-02,Feb 2023
C0239,2023-09-03 10:47:20.366972,Premium,Paid Ads,45-54,999,1,1,2023-10-03 10:47:20.366972,Price too high,999,2023-09,Sep 2023
C0240,2023-06-22 03:12:09.608006,Basic,Paid Ads,45-54,299,1,2,2023-08-21 03:12:09.608006,Lack of features,598,2023-06,Jun 2023
C0241,2023-07-05 08:08:48.440366,Premium,Paid Ads,25-34,999,0,23,,,22977,2023-07,Jul 2023
C0242,2023-09-26 16:10:24.520433,Premium,Paid Ads,35-44,999,0,14,,,13986,2023-09,Sep 2023
C0243,2024-04-09 22:37:07.856547,Basic,Social Media,35-44,299,1,1,2024-05-09 22:37:07.856547,Price too high,299,2024-04,Apr 2024
C0244,2023-04-17 13:24:40.233527,Basic,Referral,25-34,299,0,7,,,2093,2023-04,Apr 2023
C0245,2023-12-12 15:11:33.577981,Basic,Paid Ads,25-34,299,1,11,2024-11-06 15:11:33.577981,Lack of features,3289,2023-12,Dec 2023
C0246,2023-01-08 17:47:41.384487,Basic,Organic,25-34,299,1,1,2023-02-07 17:47:41.384487,No longer needed,299,2023-01,Jan 2023
C0247,2023-05-20 19:14:09.708090,Premium,Social Media,45-54,999,0,17,,,16983,2023-05,May 2023
C0248,2023-07-11 06:13:30.675562,Premium,Organic,25-34,999,0,7,,,6993,2023-07,Jul 2023
C0249,2023-10-25 08:42:26.121768,Standard,Email,55+,599,0,10,,,5990,2023-10,Oct 2023
C0250,2023-06-30 18:51:20.567139,Premium,Email,35-44,999,1,7,2024-01-26 18:51:20.567139,Poor support,6993,2023-06,Jun 2023
C0251,2023-08-17 14:24:43.236030,Premium,Paid Ads,18-24,999,0,11,,,10989,2023-08,Aug 2023
C0252,2023-09-13 22:09:30.475396,Premium,Organic,25-34,999,0,16,,,15984,2023-09,Sep 2023
C0253,2023-11-17 03:09:45.487906,Basic,Organic,55+,299,0,16,,,4784,2023-11,Nov 2023
C0254,2023-10-26 06:33:55.696413,Basic,Paid Ads,45-54,299,1,2,2023-12-25 06:33:55.696413,Technical issues,598,2023-10,Oct 2023
C0255,2024-05-04 12:47:26.371976,Standard,Referral,55+,599,0,21,,,12579,2024-05,May 2024
C0256,2023-05-03 11:55:47.789824,Premium,Referral,25-34,999,1,7,2023-11-29 11:55:47.789824,Poor support,6993,2023-05,May 2023
C0257,2023-01-11 11:22:10.108423,Basic,Paid Ads,25-34,299,0,13,,,3887,2023-01,Jan 2023
C0258,2023-09-20 07:09:57.497914,Basic,Organic,18-24,299,0,21,,,6279,2023-09,Sep 2023
C0259,2023-03-27 14:40:20.016680,Basic,Referral,45-54,299,0,7,,,2093,2023-03,Mar 2023
C0260,2024-03-23 15:18:45.938281,Basic,Paid Ads,25-34,299,0,6,,,1794,2024-03,Mar 2024
C0261,2023-10-20 19:24:58.248540,Standard,Paid Ads,45-54,599,1,7,2024-05-17 19:24:58.248540,Lack of features,4193,2023-10,Oct 2023
C0262,2023-01-04 04:30:13.511259,Premium,Social Media,18-24,999,1,8,2023-09-01 04:30:13.511259,Poor support,7992,2023-01,Jan 2023
C0263,2023-09-21 15:57:11.859883,Standard,Organic,45-54,599,0,11,,,6589,2023-09,Sep 2023
C0264,2024-03-13 14:52:20.617180,Standard,Referral,55+,599,0,23,,,13777,2024-03,Mar 2024
C0265,2023-04-08 21:45:29.274395,Premium,Social Media,25-34,999,0,9,,,8991,2023-04,Apr 2023
C0266,2023-02-19 15:16:21.818181,Basic,Paid Ads,35-44,299,1,10,2023-12-16 15:16:21.818181,Price too high,2990,2023-02,Feb 2023
C0267,2023-04-10 17:28:28.423686,Standard,Paid Ads,45-54,599,0,20,,,11980,2023-04,Apr 2023
C0268,2023-06-01 04:27:49.391159,Basic,Referral,45-54,299,0,20,,,5980,2023-06,Jun 2023
C0269,2023-07-05 19:04:33.227689,Basic,Organic,35-44,299,0,16,,,4784,2023-07,Jul 2023
C0270,2023-04-03 10:36:31.826522,Basic,Referral,55+,299,0,8,,,2392,2023-04,Apr 2023
C0271,2023-12-25 09:12:27.623019,Basic,Organic,45-54,299,1,5,2024-05-23 09:12:27.623019,Technical issues,1495,2023-12,Dec 2023
C0272,2023-11-06 04:51:50.592160,Basic,Referral,25-34,299,0,14,,,4186,2023-11,Nov 2023
C0273,2023-01-13 07:05:09.257714,Basic,Organic,35-44,299,0,22,,,6578,2023-01,Jan 2023
C0274,2023-04-15 17:41:41.084236,Basic,Email,25-34,299,0,6,,,1794,2023-04,Apr 2023
C0275,2023-05-25 08:31:37.581317,Basic,Social Media,55+,299,0,7,,,2093,2023-05,May 2023
C0276,2023-10-31 06:47:08.356964,Basic,Paid Ads,45-54,299,0,18,,,5382,2023-10,Oct 2023
C0277,2023-10-08 23:15:33.778148,Basic,Social Media,35-44,299,1,5,2024-03-06 23:15:33.778148,Poor support,1495,2023-10,Oct 2023
C0278,2024-04-21 18:46:32.326939,Standard,Organic,25-34,599,0,21,,,12579,2024-04,Apr 2024
C0279,2023-02-03 16:45:14.261884,Premium,Email,25-34,999,1,8,2023-10-01 16:45:14.261884,Poor support,7992,2023-02,Feb 2023
C0280,2023-01-21 22:44:20.216847,Premium,Organic,18-24,999,0,20,,,19980,2023-01,Jan 2023
C0281,2023-03-31 06:06:18.315262,Basic,Organic,18-24,299,1,7,2023-10-27 06:06:18.315262,Lack of features,2093,2023-03,Mar 2023
C0282,2023-08-23 12:29:25.471226,Standard,Referral,25-34,599,1,9,2024-05-19 12:29:25.471226,Poor support,5391,2023-08,Aug 2023
C0283,2024-06-29 13:04:15.212677,Standard,Paid Ads,35-44,599,1,4,2024-10-27 13:04:15.212677,Better competitor,2396,2024-06,Jun 2024
C0284,2023-02-27 09:04:03.202668,Premium,Paid Ads,25-34,999,0,6,,,5994,2023-02,Feb 2023
C0285,2024-04-06 18:06:54.345287,Premium,Paid Ads,45-54,999,0,8,,,7992,2024-04,Apr 2024
C0286,2023-06-30 07:55:35.779816,Premium,Email,55+,999,0,7,,,6993,2023-06,Jun 2023
C0287,2023-01-30 03:27:46.388657,Basic,Organic,35-44,299,0,7,,,2093,2023-01,Jan 2023
C0288,2024-04-04 00:32:25.621351,Premium,Paid Ads,35-44,999,1,11,2025-02-28 00:32:25.621351,Price too high,10989,2024-04,Apr 2024
C0289,2024-02-09 09:02:51.142618,Standard,Organic,55+,599,0,22,,,13178,2024-02,Feb 2024
C0290,2024-03-04 23:13:09.658048,Standard,Referral,35-44,599,1,9,2024-11-29 23:13:09.658048,Poor support,5391,2024-03,Mar 2024
C0291,2024-02-16 04:59:02.952460,Standard,Social Media,25-34,599,0,23,,,13777,2024-02,Feb 2024
C0292,2024-06-10 10:02:54.145120,Premium,Referral,55+,999,0,8,,,7992,2024-06,Jun 2024
C0293,2023-09-09 08:52:02.602168,Premium,Organic,45-54,999,0,14,,,13986,2023-09,Sep 2023
C0294,2024-03-29 13:23:28.173477,Standard,Paid Ads,55+,599,0,15,,,8985,2024-03,Mar 2024
C0295,2023-06-19 09:37:40.884070,Basic,Organic,18-24,299,0,6,,,1794,2023-06,Jun 2023
C0296,2024-02-17 02:50:32.527105,Basic,Organic,55+,299,1,4,2024-06-16 02:50:32.527105,Price too high,1196,2024-02,Feb 2024
C0297,2023-01-29 05:36:16.814011,Standard,Organic,35-44,599,0,17,,,10183,2023-01,Jan 2023
C0298,2023-04-10 06:32:43.636363,Premium,Organic,25-34,999,0,17,,,16983,2023-04,Apr 2023
C0299,2023-11-10 18:09:18.465387,Standard,Organic,18-24,599,0,18,,,10782,2023-11,Nov 2023
C0300,2023-06-03 22:02:18.115095,Basic,Email,35-44,299,0,11,,,3289,2023-06,Jun 2023
C0301,2023-08-13 22:58:44.937447,Basic,Referral,35-44,299,0,14,,,4186,2023-08,Aug 2023
C0302,2023-05-06 05:30:16.513761,Standard,Organic,25-34,599,0,19,,,11381,2023-05,May 2023
C0303,2023-11-24 20:57:26.872393,Basic,Social Media,25-34,299,0,21,,,6279,2023-11,Nov 2023
C0304,2023-11-12 13:52:17.614678,Basic,Referral,18-24,299,0,15,,,4485,2023-11,Nov 2023
C0305,2023-06-10 17:58:29.924937,Basic,Social Media,25-34,299,1,7,2024-01-06 17:58:29.924937,No longer needed,2093,2023-06,Jun 2023
C0306,2024-02-08 22:07:06.355296,Basic,Organic,18-24,299,1,7,2024-09-05 22:07:06.355296,Better competitor,2093,2024-02,Feb 2024
C0307,2023-12-01 05:57:53.894912,Premium,Paid Ads,45-54,999,0,8,,,7992,2023-12,Dec 2023
C0308,2023-10-31 17:42:53.144286,Basic,Organic,35-44,299,0,15,,,4485,2023-10,Oct 2023
C0309,2023-04-18 00:20:25.020850,Basic,Organic,18-24,299,1,6,2023-10-15 00:20:25.020850,Price too high,1794,2023-04,Apr 2023
C0310,2023-11-01 15:34:22.718932,Standard,Referral,18-24,599,0,17,,,10183,2023-11,Nov 2023
C0311,2023-11-28 23:19:09.958298,Basic,Social Media,55+,299,1,8,2024-07-25 23:19:09.958298,Poor support,2392,2023-11,Nov 2023
C0312,2023-06-05 17:45:17.264386,Basic,Social Media,25-34,299,0,20,,,5980,2023-06,Jun 2023
C0313,2023-02-15 12:54:38.732276,Standard,Referral,45-54,599,1,2,2023-04-16 12:54:38.732276,Lack of features,1198,2023-02,Feb 2023
C0314,2023-10-11 16:50:02.502085,Basic,Paid Ads,35-44,299,0,18,,,5382,2023-10,Oct 2023
C0315,2023-03-24 21:05:51.292743,Standard,Referral,35-44,599,1,3,2023-06-22 21:05:51.292743,Technical issues,1797,2023-03,Mar 2023
C0316,2024-01-04 20:34:37.731442,Premium,Social Media,45-54,999,0,7,,,6993,2024-01,Jan 2024
C0317,2023-11-30 19:02:09.107589,Basic,Organic,18-24,299,1,8,2024-07-27 19:02:09.107589,Price too high,2392,2023-11,Nov 2023
C0318,2023-12-17 15:24:46.238532,Premium,Email,45-54,999,1,7,2024-07-14 15:24:46.238532,Price too high,6993,2023-12,Dec 2023
C0319,2024-02-07 02:24:07.206005,Basic,Paid Ads,25-34,299,0,17,,,5083,2024-02,Feb 2024
C0320,2024-03-20 21:44:17.214345,Standard,Paid Ads,25-34,599,0,6,,,3594,2024-03,Mar 2024
C0321,2024-02-03 21:53:53.694745,Standard,Referral,35-44,599,0,18,,,10782,2024-02,Feb 2024
C0322,2023-03-04 20:13:00.650542,Premium,Social Media,35-44,999,1,11,2024-01-28 20:13:00.650542,Poor support,10989,2023-03,Mar 2023
C0323,2023-06-24 09:50:53.544620,Basic,Paid Ads,25-34,299,0,11,,,3289,2023-06,Jun 2023
C0324,2024-01-27 04:06:12.310258,Premium,Organic,18-24,999,1,11,2024-12-22 04:06:12.310258,Price too high,10989,2024-01,Jan 2024
C0325,2023-12-20 08:59:14.962468,Standard,Referral,18-24,599,0,6,,,3594,2023-12,Dec 2023
C0326,2023-07-03 12:25:49.291075,Premium,Paid Ads,35-44,999,0,6,,,5994,2023-07,Jul 2023
C0327,2023-09-17 13:35:28.773978,Premium,Organic,35-44,999,0,7,,,6993,2023-09,Sep 2023
C0328,2024-06-28 15:12:45.638031,Standard,Referral,35-44,599,1,7,2025-01-24 15:12:45.638031,Technical issues,4193,2024-06,Jun 2024
C0329,2024-03-21 08:40:02.001668,Standard,Referral,45-54,599,1,4,2024-07-19 08:40:02.001668,Better competitor,2396,2024-03,Mar 2024
C0330,2023-01-19 05:09:51.492910,Basic,Organic,35-44,299,0,8,,,2392,2023-01,Jan 2023
C0331,2023-12-28 02:46:56.346955,Standard,Organic,45-54,599,0,14,,,8386,2023-12,Dec 2023
C0332,2024-01-26 17:10:27.522935,Basic,Social Media,35-44,299,1,1,2024-02-25 17:10:27.522935,Lack of features,299,2024-01,Jan 2024
C0333,2023-02-02 18:53:44.687239,Premium,Referral,35-44,999,0,16,,,15984,2023-02,Feb 2023
C0334,2023-12-12 04:15:48.790658,Basic,Social Media,25-34,299,0,15,,,4485,2023-12,Dec 2023
C0335,2024-03-08 14:39:07.956630,Basic,Paid Ads,25-34,299,0,8,,,2392,2024-03,Mar 2024
C0336,2024-05-17 17:44:05.204336,Standard,Referral,25-34,599,0,19,,,11381,2024-05,May 2024
C0337,2023-02-08 06:02:42.135112,Standard,Organic,35-44,599,0,10,,,5990,2023-02,Feb 2023
C0338,2023-01-15 13:43:53.194328,Standard,Referral,45-54,599,0,13,,,7787,2023-01,Jan 2023
C0339,2023-05-21 06:09:54.495412,Premium,Organic,45-54,999,1,9,2024-02-15 06:09:54.495412,Poor support,8991,2023-05,May 2023
C0340,2024-01-24 10:31:43.586321,Premium,Paid Ads,55+,999,0,20,,,19980,2024-01,Jan 2024
C0341,2023-11-02 13:25:52.293577,Standard,Email,18-24,599,0,14,,,8386,2023-11,Nov 2023
C0342,2023-08-20 18:54:56.747289,Basic,Organic,25-34,299,0,16,,,4784,2023-08,Aug 2023
C0343,2023-03-28 23:27:34.378648,Basic,Organic,25-34,299,0,13,,,3887,2023-03,Mar 2023
C0344,2023-09-07 02:13:18.665554,Basic,Organic,18-24,299,0,13,,,3887,2023-09,Sep 2023
C0345,2024-05-02 06:08:42.435362,Standard,Social Media,25-34,599,0,12,,,7188,2024-05,May 2024
C0346,2024-05-23 15:48:47.439532,Standard,Paid Ads,55+,599,1,2,2024-07-22 15:48:47.439532,Technical issues,1198,2024-05,May 2024
C0347,2023-05-07 03:21:46.088407,Basic,Referral,55+,299,0,18,,,5382,2023-05,May 2023
C0348,2023-07-13 12:52:14.612176,Premium,Organic,45-54,999,0,11,,,10989,2023-07,Jul 2023
C0349,2023-12-30 20:21:25.070892,Premium,Organic,35-44,999,1,2,2024-02-28 20:21:25.070892,Price too high,1998,2023-12,Dec 2023
C0350,2023-07-02 14:34:19.716430,Standard,Organic,35-44,599,1,7,2024-01-28 14:34:19.716430,No longer needed,4193,2023-07,Jul 2023
C0351,2023-02-01 21:02:15.112593,Standard,Paid Ads,25-34,599,0,14,,,8386,2023-02,Feb 2023
C0352,2023-09-18 00:31:13.561301,Premium,Referral,18-24,999,0,21,,,20979,2023-09,Sep 2023
C0353,2024-05-07 06:21:55.095913,Premium,Email,45-54,999,0,22,,,21978,2024-05,May 2024
C0354,2024-03-24 13:10:15.512927,Basic,Referral,25-34,299,1,1,2024-04-23 13:10:15.512927,Poor support,299,2024-03,Mar 2024
C0355,2024-06-06 18:36:55.846538,Basic,Organic,35-44,299,1,2,2024-08-05 18:36:55.846538,No longer needed,598,2024-06,Jun 2024
C0356,2023-08-08 22:45:32.276897,Basic,Email,25-34,299,1,1,2023-09-07 22:45:32.276897,Price too high,299,2023-08,Aug 2023
C0357,2023-08-17 03:28:58.448707,Basic,Paid Ads,35-44,299,0,23,,,6877,2023-08,Aug 2023
C0358,2023-11-21 05:31:28.573811,Standard,Paid Ads,25-34,599,1,10,2024-09-16 05:31:28.573811,Price too high,5990,2023-11,Nov 2023
C0359,2023-03-02 02:38:31.926605,Standard,Referral,18-24,599,0,12,,,7188,2023-03,Mar 2023
C0360,2023-04-12 02:15:42.785654,Standard,Referral,35-44,599,0,11,,,6589,2023-04,Apr 2023
C0361,2024-03-12 06:05:06.255212,Basic,Referral,25-34,299,0,15,,,4485,2024-03,Mar 2024
C0362,2023-05-02 14:04:18.215179,Standard,Paid Ads,25-34,599,0,11,,,6589,2023-05,May 2023
C0363,2024-03-15 10:35:19.766472,Basic,Organic,18-24,299,0,21,,,6279,2024-03,Mar 2024
C0364,2023-02-06 21:15:27.773144,Standard,Paid Ads,25-34,599,0,11,,,6589,2023-02,Feb 2023
C0365,2023-10-08 01:24:04.203502,Premium,Social Media,25-34,999,0,14,,,13986,2023-10,Oct 2023
C0366,2024-04-16 18:33:19.666388,Basic,Organic,45-54,299,0,15,,,4485,2024-04,Apr 2024
C0367,2023-02-22 08:50:50.542118,Premium,Referral,45-54,999,0,18,,,17982,2023-02,Feb 2023
C0368,2023-06-27 03:25:22.268557,Premium,Referral,35-44,999,0,9,,,8991,2023-06,Jun 2023
C0369,2023-08-03 22:32:19.616346,Premium,Organic,35-44,999,0,23,,,22977,2023-08,Aug 2023
C0370,2024-01-25 08:23:13.160967,Premium,Organic,18-24,999,0,16,,,15984,2024-01,Jan 2024
C0371,2023-04-05 17:15:15.763135,Basic,Email,45-54,299,0,17,,,5083,2023-04,Apr 2023
C0372,2023-06-06 15:36:46.839032,Basic,Organic,25-34,299,1,2,2023-08-05 15:36:46.839032,No longer needed,598,2023-06,Jun 2023
C0373,2023-05-30 19:40:35.029190,Basic,Organic,55+,299,0,7,,,2093,2023-05,May 2023
C0374,2024-04-19 12:07:48.390325,Premium,Organic,25-34,999,0,19,,,18981,2024-04,Apr 2024
C0375,2023-01-07 09:00:27.022518,Basic,Organic,18-24,299,0,6,,,1794,2023-01,Jan 2023
C0376,2024-03-09 12:30:37.531276,Premium,Paid Ads,25-34,999,0,22,,,21978,2024-03,Mar 2024
C0377,2024-06-08 03:24:10.208507,Standard,Email,25-34,599,0,10,,,5990,2024-06,Jun 2024
C0378,2023-08-29 21:29:52.493744,Standard,Organic,25-34,599,0,12,,,7188,2023-08,Aug 2023
C0379,2023-11-13 11:43:47.189324,Standard,Social Media,45-54,599,0,6,,,3594,2023-11,Nov 2023
C0380,2023-11-16 05:18:15.913261,Standard,Paid Ads,35-44,599,1,1,2023-12-16 05:18:15.913261,Better competitor,599,2023-11,Nov 2023
C0381,2024-03-23 04:23:01.150959,Standard,Organic,35-44,599,0,15,,,8985,2024-03,Mar 2024
C0382,2024-06-14 01:28:52.443703,Premium,Organic,45-54,999,1,8,2025-02-09 01:28:52.443703,No longer needed,7992,2024-06,Jun 2024
C0383,2024-06-12 05:45:53.294412,Basic,Referral,35-44,299,0,18,,,5382,2024-06,Jun 2024
C0384,2024-06-10 20:58:38.932443,Premium,Organic,35-44,999,0,23,,,22977,2024-06,Jun 2024
C0385,2024-03-09 01:34:52.743953,Premium,Organic,25-34,999,0,14,,,13986,2024-03,Mar 2024
C0386,2023-08-25 19:08:09.407839,Basic,Organic,25-34,299,1,8,2024-04-21 19:08:09.407839,No longer needed,2392,2023-08,Aug 2023
C0387,2023-01-03 17:34:28.723936,Standard,Email,35-44,599,1,10,2023-10-30 17:34:28.723936,Lack of features,5990,2023-01,Jan 2023
C0388,2024-01-18 12:27:01.351125,Standard,Organic,18-24,599,0,7,,,4193,2024-01,Jan 2024
C0389,2023-12-24 11:20:58.048373,Basic,Paid Ads,18-24,299,0,6,,,1794,2023-12,Dec 2023
C0390,2023-06-17 02:58:56.947456,Premium,Paid Ads,55+,999,0,16,,,15984,2023-06,Jun 2023
C0391,2024-04-21 07:50:47.539616,Standard,Paid Ads,25-34,599,0,7,,,4193,2024-04,Apr 2024
C0392,2023-09-19 09:18:27.923269,Basic,Email,45-54,299,0,12,,,3588,2023-09,Sep 2023
C0393,2024-06-09 01:15:39.783152,Standard,Referral,18-24,599,0,11,,,6589,2024-06,Jun 2024
C0394,2023-06-20 18:24:55.246038,Standard,Paid Ads,18-24,599,0,8,,,4792,2023-06,Jun 2023
C0395,2023-08-28 23:38:22.919099,Basic,Referral,18-24,299,0,19,,,5681,2023-08,Aug 2023
C0396,2023-01-12 20:09:24.470391,Basic,Organic,25-34,299,0,23,,,6877,2023-01,Jan 2023
C0397,2024-02-01 15:15:09.758131,Basic,Email,55+,299,0,19,,,5681,2024-02,Feb 2024
C0398,2024-05-30 22:40:44.036697,Premium,Paid Ads,25-34,999,0,17,,,16983,2024-05,May 2024
C0399,2024-02-22 13:59:29.974979,Premium,Referral,25-34,999,1,9,2024-11-18 13:59:29.974979,Poor support,8991,2024-02,Feb 2024
C0400,2023-07-23 13:18:39.933277,Premium,Organic,25-34,999,1,11,2024-06-17 13:18:39.933277,Lack of features,10989,2023-07,Jul 2023
C0401,2024-03-27 17:40:29.024186,Basic,Paid Ads,18-24,299,0,6,,,1794,2024-03,Mar 2024
C0402,2024-06-02 05:19:27.973311,Premium,Email,25-34,999,0,9,,,8991,2024-06,Jun 2024
C0403,2023-12-09 10:41:20.066722,Standard,Paid Ads,25-34,599,0,22,,,13178,2023-12,Dec 2023
C0404,2023-12-03 01:40:53.044203,Basic,Social Media,45-54,299,1,8,2024-07-30 01:40:53.044203,Price too high,2392,2023-12,Dec 2023
C0405,2024-06-29 02:08:30.425354,Premium,Organic,45-54,999,0,16,,,15984,2024-06,Jun 2024
C0406,2024-03-17 17:14:03.703085,Basic,Organic,35-44,299,0,17,,,5083,2024-03,Mar 2024
C0407,2023-04-16 15:33:10.658882,Standard,Referral,18-24,599,0,15,,,8985,2023-04,Apr 2023
C0408,2024-05-21 20:05:48.290241,Basic,Organic,25-34,299,1,10,2025-03-17 20:05:48.290241,Price too high,2990,2024-05,May 2024
C0409,2024-03-05 10:08:54.445371,Basic,Email,55+,299,0,22,,,6578,2024-03,Mar 2024
C0410,2023-01-13 18:00:54.045037,Premium,Social Media,18-24,999,0,6,,,5994,2023-01,Jan 2023
C0411,2024-05-09 02:04:54.245204,Premium,Paid Ads,25-34,999,1,11,2025-04-04 02:04:54.245204,Better competitor,10989,2024-05,May 2024
C0412,2023-08-31 06:17:06.855713,Standard,Referral,35-44,599,0,13,,,7787,2023-08,Aug 2023
C0413,2024-06-25 10:42:32.126772,Basic,Organic,35-44,299,0,9,,,2691,2024-06,Jun 2024
C0414,2023-05-12 03:34:58.748957,Basic,Organic,35-44,299,1,3,2023-08-10 03:34:58.748957,Poor support,897,2023-05,May 2023
C0415,2023-11-03 11:17:21.868223,Basic,Organic,35-44,299,0,20,,,5980,2023-11,Nov 2023
C0416,2024-03-10 10:22:07.105921,Premium,Social Media,45-54,999,0,14,,,13986,2024-03,Mar 2024
C0417,2024-05-31 20:32:13.611342,Basic,Paid Ads,55+,299,1,11,2025-04-26 20:32:13.611342,Lack of features,3289,2024-05,May 2024
C0418,2023-11-25 18:48:56.447039,Premium,Referral,55+,999,0,10,,,9990,2023-11,Nov 2023
C0419,2023-10-29 11:04:09.207673,Standard,Social Media,45-54,599,0,15,,,8985,2023-10,Oct 2023
C0420,2024-01-10 07:43:35.179316,Standard,Social Media,35-44,599,0,7,,,4193,2024-01,Jan 2024
C0421,2023-08-25 08:12:24.620517,Basic,Organic,18-24,299,0,21,,,6279,2023-08,Aug 2023
C0422,2024-02-06 04:32:37.631359,Premium,Referral,18-24,999,0,9,,,8991,2024-02,Feb 2024
C0423,2023-02-05 12:28:13.411175,Standard,Organic,25-34,599,1,6,2023-08-04 12:28:13.411175,Price too high,3594,2023-02,Feb 2023
C0424,2023-11-25 07:53:11.659716,Standard,Social Media,25-34,599,1,3,2024-02-23 07:53:11.659716,Poor support,1797,2023-11,Nov 2023
C0425,2024-02-28 12:04:12.210175,Standard,Email,25-34,599,0,21,,,12579,2024-02,Feb 2024
C0426,2023-09-28 11:53:23.669724,Premium,Social Media,55+,999,1,6,2024-03-26 11:53:23.669724,Price too high,5994,2023-09,Sep 2023
C0427,2023-01-07 19:56:11.809841,Premium,Social Media,25-34,999,0,18,,,17982,2023-01,Jan 2023
C0428,2024-01-07 14:09:06.455379,Premium,Email,35-44,999,0,16,,,15984,2024-01,Jan 2024
C0429,2024-05-13 04:26:37.331109,Basic,Paid Ads,35-44,299,0,17,,,5083,2024-05,May 2024
C0430,2023-05-09 20:56:14.812343,Standard,Paid Ads,35-44,599,0,21,,,12579,2023-05,May 2023
C0431,2024-03-18 15:05:33.277731,Standard,Paid Ads,35-44,599,1,3,2024-06-16 15:05:33.277731,Poor support,1797,2024-03,Mar 2024
C0432,2023-10-21 06:20:43.035863,Basic,Email,25-34,299,0,7,,,2093,2023-10,Oct 2023
C0433,2023-11-20 18:35:43.786488,Basic,Referral,25-34,299,0,14,,,4186,2023-11,Nov 2023
C0434,2023-05-10 18:47:44.386989,Standard,Referral,18-24,599,0,20,,,11980,2023-05,May 2023
C0435,2023-08-12 14:11:30.575479,Standard,Social Media,25-34,599,1,2,2023-10-11 14:11:30.575479,Price too high,1198,2023-08,Aug 2023
C0436,2023-01-17 20:22:37.130942,Premium,Referral,35-44,999,0,17,,,16983,2023-01,Jan 2023
C0437,2023-09-02 02:00:06.005004,Basic,Referral,18-24,299,0,15,,,4485,2023-09,Sep 2023
C0438,2024-02-08 00:15:36.780650,Standard,Organic,35-44,599,0,6,,,3594,2024-02,Feb 2024
C0439,2023-08-22 03:42:11.109257,Standard,Social Media,45-54,599,1,1,2023-09-21 03:42:11.109257,Price too high,599,2023-08,Aug 2023
C0440,2023-03-03 00:30:01.501251,Basic,Paid Ads,18-24,299,1,1,2023-04-02 00:30:01.501251,Better competitor,299,2023-03,Mar 2023
C0441,2023-02-17 19:33:22.668890,Standard,Paid Ads,35-44,599,0,15,,,8985,2023-02,Feb 2023
C0442,2024-01-23 12:40:14.011676,Basic,Referral,35-44,299,1,5,2024-06-21 12:40:14.011676,Lack of features,1495,2024-01,Jan 2024
C0443,2023-11-07 02:43:20.166805,Basic,Organic,35-44,299,1,1,2023-12-07 02:43:20.166805,No longer needed,299,2023-11,Nov 2023
C0444,2023-02-26 22:08:18.415346,Premium,Organic,25-34,999,0,15,,,14985,2023-02,Feb 2023
C0445,2024-05-28 16:02:00.100083,Premium,Referral,55+,999,0,14,,,13986,2024-05,May 2024
C0446,2023-08-09 20:37:01.851542,Standard,Organic,45-54,599,1,7,2024-03-06 20:37:01.851542,Better competitor,4193,2023-08,Aug 2023
C0447,2023-09-23 11:40:11.009174,Premium,Social Media,35-44,999,0,19,,,18981,2023-09,Sep 2023
C0448,2023-10-05 18:45:20.266889,Standard,Social Media,55+,599,0,10,,,5990,2023-10,Oct 2023
C0449,2023-06-24 20:46:38.331943,Premium,Email,18-24,999,0,18,,,17982,2023-06,Jun 2023
C0450,2024-01-22 14:48:44.437030,Standard,Paid Ads,18-24,599,1,9,2024-10-18 14:48:44.437030,Price too high,5391,2024-01,Jan 2024
C0451,2023-03-15 07:35:10.758965,Basic,Organic,25-34,299,0,9,,,2691,2023-03,Mar 2023
C0452,2023-09-04 19:34:34.728940,Premium,Email,18-24,999,0,23,,,22977,2023-09,Sep 2023
